SALE TYPE,HOME TYPE,ADDRESS,CITY,STATE,ZIP,LIST PRICE,BEDS,BATHS,LOCATION,SQFT,LOT SIZE,YEAR BUILT,PARKING SPOTS,PARKING TYPE,DAYS ON MARKET,STATUS,NEXT OPEN HOUSE DATE,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,RECENT REDUCTION DATE,ORIGINAL LIST PRICE,LAST SALE DATE,LAST SALE PRICE,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,LISTING ID,ORIGINAL SOURCE,FAVORITE,INTERESTED,latitude,longitude,IS SHORT SALE
Past Sale,Single Family Residential,522 Neptune Dr,Redwood Shores,CA,94065,1688861,5,3,Redwood Shores,2097,6800,1969,2,Garage,,Sold,,,,,1688861,42226,1758000,http://www.redfin.com/CA/Redwood-City/522-Neptune-Dr-94065/home/944884,MLSListings Inc. (MLSLI),ML81485797,Coldwell Banker,N,Y,37.529727,-122.249578,0
Past Sale,Townhouse,13 Gallowridge Ct,San Mateo,CA,94402,,3,2.5,94402,1600,,1974,,,,,,,,,,42125,900000,http://www.redfin.com/CA/San-Mateo/13-Gallowridge-Ct-94402/home/751146,,,,N,Y,37.5297539,-122.333265,
Past Sale,Townhouse,13 Gallowridge Ct,San Mateo,CA,94402,,3,2.5,94402,1600,,1974,,,,,,,,,,42125,900000,http://www.redfin.com/CA/San-Mateo/13-Gallowridge-Ct-94402/home/751146,,,,N,Y,37.5297539,-122.333265,
Past Sale,Townhouse,33 Southridge Ct,SAN MATEO,CA,94402,979000,3,2.5,SAN MATEO,1600,1632,1974,2,Garage,,Sold,,,,,979000,42156,1150000,http://www.redfin.com/CA/San-Mateo/33-Southridge-Ct-94402/home/751117,MLSListings Inc. (MLSLI),ML81466491,Alain Pinel Realtors,N,Y,37.529894,-122.33125,0
Past Sale,Single Family Residential,160 W 40th Ave,SAN MATEO,CA,94403,1248000,3,2,SAN MATEO,1680,5795,1941,2,Garage,,Sold,,,,,1248000,42187,1450000,http://www.redfin.com/CA/San-Mateo/160-W-40th-Ave-94403/home/753354,MLSListings Inc. (MLSLI),ML81467844,Coldwell Banker,N,Y,37.529898,-122.296425,0
Past Sale,Single Family Residential,3045 Greenoak Ct,SAN MATEO,CA,94403,1349000,3,2,SAN MATEO,1828,7000,1959,2,Garage,,Sold,,,,,1349000,42319,1560000,http://www.redfin.com/CA/San-Mateo/3045-Greenoak-Ct-94403/home/739952,MLSListings Inc. (MLSLI),ML81518211,KW Peninsula Estates,N,Y,37.529919,-122.322704,0
Past Sale,Single Family Residential,3315 El Sobrante St,SAN MATEO,CA,94403,1295000,3,2,SAN MATEO,2040,7865,1965,2,Garage,,Sold,,,,,1295000,42202,1575000,http://www.redfin.com/CA/San-Mateo/3315-El-Sobrante-St-94403/home/1908762,MLSListings Inc. (MLSLI),ML81471043,Today Sothebys International Realty,N,Y,37.529969,-122.327487,0
Past Sale,Single Family Residential,69 Burbank Ave,SAN MATEO,CA,94403,928888,2,1,SAN MATEO,1220,5044,1942,2,Garage,,Sold,,,,42267,949900,42311,982000,http://www.redfin.com/CA/San-Mateo/69-Burbank-Ave-94403/home/753451,MLSListings Inc. (MLSLI),ML81500921,TCW Properties,N,Y,37.530115,-122.293618,0
Past Sale,Single Family Residential,648 W Hillsdale Blvd,SAN MATEO,CA,94403,1349999,3,2.5,SAN MATEO,2250,6912,1951,2,Garage,,Sold,,,,,1349999,42360,1602000,http://www.redfin.com/CA/San-Mateo/648-W-Hillsdale-Blvd-94403/home/2058967,MLSListings Inc. (MLSLI),ML81519116,KW Peninsula Estates,N,Y,37.530131,-122.313141,0
Past Sale,Single Family Residential,3326 Caxton Ct,SAN MATEO,CA,94403,1488000,3,2,SAN MATEO,1630,12600,1956,2,Garage,,Sold,,,,,1488000,42361,1625000,http://www.redfin.com/CA/San-Mateo/3326-Caxton-Ct-94403/home/1377857,MLSListings Inc. (MLSLI),ML81521070,Today Sothebys International Realty,N,Y,37.530185,-122.320783,0
Past Sale,Single Family Residential,33 Mulryan,SAN MATEO,CA,94403,975000,2,2.5,SAN MATEO,1365,6400,1939,2,Garage,,Sold,,,,,975000,42165,1221000,http://www.redfin.com/CA/San-Mateo/33-Mulryan-Ct-94403/home/1991468,MLSListings Inc. (MLSLI),ML81468459,Coldwell Banker,N,Y,37.530221,-122.296307,0
Past Sale,Single Family Residential,209 W 39th Ave,San Mateo,CA,94403,,3,2,94403,1500,,1950,,,,,,,,,,42101,1200000,http://www.redfin.com/CA/San-Mateo/209-W-39th-Ave-94403/home/1885973,,,,N,Y,37.530237,-122.298475,
Past Sale,Single Family Residential,919 W Hillsdale Blvd,SAN MATEO,CA,94403,1388000,3,2,SAN MATEO,1810,8470,1956,2,Garage,,Sold,,,,,1388000,42255,1300000,http://www.redfin.com/CA/San-Mateo/919-W-Hillsdale-Blvd-94403/home/1415213,MLSListings Inc. (MLSLI),ML81485323,Green Banker Realty,N,Y,37.53026,-122.322586,0
Past Sale,Condo/Coop,1632 Bayridge Way,San Mateo,CA,94402,,2,2.5,94402,1520,,1974,,,,,,,,,,42160,905000,http://www.redfin.com/CA/San-Mateo/1632-Bayridge-Way-94402/home/1433047,,,,N,Y,37.530327,-122.333545,
Past Sale,Townhouse,152 Blossom Cir #4,San Mateo,CA,94403,,2,1,94403,827,,1988,,,,,,,,,,42129,79500,http://www.redfin.com/CA/San-Mateo/152-Blossom-Cir-94403/unit-4/home/979760,,,,N,Y,37.5303433,-122.2865315,
Past Sale,Condo/Coop,131 Blossom Cir Unit 2F,SAN MATEO,CA,94403,287000,2,1,SAN MATEO,966,126729,1988,1,Garage,,Sold,,,,,287000,42115,287000,http://www.redfin.com/CA/San-Mateo/131-Blossom-Cir-94403/unit-2F/home/982662,MLSListings Inc. (MLSLI),ML81461068,Today Sothebys International Realty,N,Y,37.5303433,-122.2865315,0
Past Sale,Condo/Coop,131 Blossom Cir Unit 2D,SAN MATEO,CA,94403,252300,2,1,SAN MATEO,983,126729,1988,1,Garage,,Sold,,,,,252300,42257,252300,http://www.redfin.com/CA/San-Mateo/131-Blossom-Cir-94403/unit-2D/home/1374438,MLSListings Inc. (MLSLI),ML81514027,Today Sothebys International Realty,N,Y,37.5303433,-122.2865315,0
Past Sale,Single Family Residential,43 Burbank Ave,SAN MATEO,CA,94403,1299000,3,2,SAN MATEO,1647,5238,1942,2,Garage,,Sold,,,,,1299000,42258,1185000,http://www.redfin.com/CA/San-Mateo/43-Burbank-Ave-94403/home/1143321,MLSListings Inc. (MLSLI),ML81485966,Intero Real Estate Services,N,Y,37.530442,-122.292819,0
Past Sale,Single Family Residential,22 Mulryan Ct,San Mateo,CA,94403,998000,3,2,San Mateo,1420,5100,1947,1,,,Sold,,,,,998000,42209,1160000,http://www.redfin.com/CA/San-Mateo/22-Mulryan-Ct-94403/home/758396,San Francisco Association of Realtors (SFARMLS),434174,Redfin,N,Y,37.530513,-122.296942,0
Past Sale,Single Family Residential,5 Portofino Cir,Redwood Shores,CA,94065,1349900,2,2,Redwood Shores,1540,4000,1979,2,Garage,,Sold,,,,,1349900,42275,1240000,http://www.redfin.com/CA/Redwood-City/5-Portofino-Cir-94065/home/1146404,MLSListings Inc. (MLSLI),ML81501381,Alain Pinel Realtors,N,Y,37.530602,-122.244108,0
Past Sale,Single Family Residential,3115 Sunset Ter,San Mateo,CA,94403,,6,2,94403,2670,,1956,,,,,,,,,,42158,1895000,http://www.redfin.com/CA/San-Mateo/3115-Sunset-Ter-94403/home/1946628,,,,N,Y,37.530697,-122.317406,
Past Sale,Condo/Coop,1685 Bayridge Way #203,SAN MATEO,CA,94402,349000,0,1,SAN MATEO,591,243160,1978,1,Garage,,Sold,,,,,349000,42105,325000,http://www.redfin.com/CA/San-Mateo/1685-Bayridge-Way-94402/unit-203/home/1997020,MLSListings Inc. (MLSLI),ML81457036,Century 21 Baldini Realty,N,Y,37.5307702,-122.3356885,0
Past Sale,Condo/Coop,1685 Bayridge Way #204,San Mateo,CA,94402,549000,2,2,San Mateo,1228,,1978,2,,,Sold,,,,,549000,42045,674000,http://www.redfin.com/CA/San-Mateo/1685-Bayridge-Way-94402/unit-204/home/975558,San Francisco Association of Realtors (SFARMLS),428577,Century 21 Baldini Realty,N,Y,37.5307702,-122.3356885,0
Past Sale,Condo/Coop,1685 Bayridge Way #208,SAN MATEO,CA,94402,658000,2,2,SAN MATEO,1064,,1978,1,Garage,,Sold,,,,,658000,42320,665000,http://www.redfin.com/CA/San-Mateo/1685-Bayridge-Way-94402/unit-208/home/1261701,MLSListings Inc. (MLSLI),ML81517309,Alain Pinel Realtors,N,Y,37.5307702,-122.3356885,0
Past Sale,Single Family Residential,1439 Rainbow Dr,SAN MATEO,CA,94402,1798000,4,3,SAN MATEO,2640,14400,1979,2,Garage,,Sold,,,,,1798000,42354,1788000,http://www.redfin.com/CA/San-Mateo/1439-Rainbow-Dr-94402/home/1849578,MLSListings Inc. (MLSLI),ML81515480,Coldwell Banker,N,Y,37.530888,-122.345851,0
Past Sale,Single Family Residential,3112 Monterey St,SAN MATEO,CA,94403,1425000,3,1.5,SAN MATEO,1686,7320,1951,1,Garage,,Sold,,,,,1425000,42111,1425000,http://www.redfin.com/CA/San-Mateo/3112-Monterey-St-94403/home/1349229,MLSListings Inc. (MLSLI),ML81460546,Better Homes and Gardens Real Estate J.F. Finnegan,N,Y,37.530943,-122.317063,0
Past Sale,Single Family Residential,1132 Pebblewood Way,SAN MATEO,CA,94403,1295888,3,2,SAN MATEO,1910,5050,1981,2,Garage,,Sold,,,,,1295888,42375,1408000,http://www.redfin.com/CA/San-Mateo/1132-Pebblewood-Way-94403/home/1058614,MLSListings Inc. (MLSLI),ML81533078,RE/MAX Star Properties,N,Y,37.530946,-122.276918,0
Past Sale,Single Family Residential,306 37th Ave,SAN MATEO,CA,94403,925000,3,2,SAN MATEO,1680,6250,1948,2,Garage,,Sold,,,,,925000,42307,920000,http://www.redfin.com/CA/San-Mateo/306-37th-Ave-94403/home/754586,MLSListings Inc. (MLSLI),ML81519330,Intero Real Estate Services,N,Y,37.530957,-122.303547,0
Past Sale,Single Family Residential,419 Voelker Dr,SAN MATEO,CA,94403,1098888,3,1,SAN MATEO,1160,5600,1952,2,Garage,,Sold,,,,,1098000,42388,1235000,http://www.redfin.com/CA/San-Mateo/419-Voelker-Dr-94403/home/2005352,MLSListings Inc. (MLSLI),ML81534418,Alain Pinel Realtors,N,Y,37.531162,-122.306315,0
Past Sale,Townhouse,22 Pelican Ln #22,Redwood Shores,CA,94065,650000,1,1,Redwood Shores,1062,401895,1985,0,,,Sold,,,,,650000,42179,700000,http://www.redfin.com/CA/Redwood-City/22-Pelican-Ln-94065/unit-22/home/79898980,MLSListings Inc. (MLSLI),ML81465480,RE/MAX Star Properties,N,Y,37.531176,-122.255853,0
Past Sale,Condo/Coop,76 Pelican Ln #72138,Redwood City,CA,94065,,1,1,94065,1170,,1985,,,,,,,,,,42151,726500,http://www.redfin.com/CA/Redwood-City/76-Pelican-Ln-94065/unit-72138/home/1327331,,,,N,Y,37.531176,-122.255853,
Past Sale,Condo/Coop,74 Pelican Ln,Redwood Shores,CA,94065,648000,1,1,Redwood Shores,1062,401895,1985,1,,,Sold,,,,42040,668000,42041,650000,http://www.redfin.com/CA/Redwood-City/74-Pelican-Ln-94065/unit-72136/home/1555707,MLSListings Inc. (MLSLI),ML81447990,Alain Pinel Realtors,N,Y,37.531176,-122.255853,0
Past Sale,Condo/Coop,22 Pelican Ln #52084,Redwood City,CA,94065,,1,1,94065,1062,,1985,,,,,,,,,,42174,700000,http://www.redfin.com/CA/Redwood-City/22-Pelican-Ln-94065/unit-52084/home/1578157,,,,N,Y,37.531176,-122.255853,
Past Sale,Condo/Coop,31 Pelican,Redwood Shores,CA,94065,558000,1,1,Redwood Shores,838,92262,1985,0,,,Sold,,,,,558000,42118,600000,http://www.redfin.com/CA/Redwood-City/31-Pelican-Ln-94065/unit-51093/home/1934473,MLSListings Inc. (MLSLI),ML81456026,RE/MAX Star Properties,N,Y,37.531176,-122.255853,0
Past Sale,Condo/Coop,63 Cove Ln,REDWOOD CITY,CA,94065,699999,2,2,REDWOOD CITY,1120,401895,1983,1,Garage,,Sold,,,,,699999,42095,782000,http://www.redfin.com/CA/Redwood-City/63-Cove-Ln-94065/unit-1109/home/2003401,MLSListings Inc. (MLSLI),ML81456024,RE/MAX Star Properties,N,Y,37.531176,-122.255853,0
Past Sale,Condo/Coop,97 Pelican Ln,Redwood Shores,CA,94065,675000,1,1,Redwood Shores,837,,1985,0,,,Sold,,,,,675000,42390,665000,http://www.redfin.com/CA/Redwood-City/97-Pelican-Ln-94065/unit-81159/home/2022896,MLSListings Inc. (MLSLI),ML81522633,Alain Pinel Realtors,N,Y,37.531176,-122.255853,0
Past Sale,Condo/Coop,57 Pelican Ln,Redwood Shores,CA,94065,558000,1,1,Redwood Shores,837,10000,1985,0,,,Sold,,,,,558000,42158,640000,http://www.redfin.com/CA/Redwood-City/57-Pelican-Ln-94065/unit-71119/home/2052722,MLSListings Inc. (MLSLI),ML81461453,RE/MAX Star Properties,N,Y,37.531176,-122.255853,0
Past Sale,Condo/Coop,79 Pelican Ln #71141,Redwood City,CA,94065,,2,1,94065,1003,,1985,,,,,,,,,,42097,700000,http://www.redfin.com/CA/Redwood-City/79-Pelican-Ln-94065/unit-71141/home/2058422,,,,N,Y,37.531176,-122.255853,
Past Sale,Single Family Residential,3104 Monterey St,SAN MATEO,CA,94403,985000,3,1.5,SAN MATEO,1300,6726,1951,1,Garage,,Sold,,,,,985000,42195,1300000,http://www.redfin.com/CA/San-Mateo/3104-Monterey-St-94403/home/1069446,MLSListings Inc. (MLSLI),ML81470557,N B T Realty Service,N,Y,37.531227,-122.317263,0
Past Sale,Single Family Residential,1438 Bel Aire Rd,SAN MATEO,CA,94402,1299880,3,2,SAN MATEO,3130,15738,1960,2,Garage,,Sold,,,,,1299880,42353,1500000,http://www.redfin.com/CA/San-Mateo/1438-Bel-Aire-Rd-94402/home/1469154,MLSListings Inc. (MLSLI),ML81519562,Better Homes and Gardens Real Estate J.F. Finnegan,N,Y,37.531247,-122.343018,0
Past Sale,Single Family Residential,1438 Bel Aire Rd,SAN MATEO,CA,94402,1299880,3,2,SAN MATEO,3130,15738,1960,2,Garage,,Sold,,,,,1299880,42353,1500000,http://www.redfin.com/CA/San-Mateo/1438-Bel-Aire-Rd-94402/home/1469154,MLSListings Inc. (MLSLI),ML81519562,Better Homes and Gardens Real Estate J.F. Finnegan,N,Y,37.531247,-122.343018,0
Past Sale,Condo/Coop,4226 George Ave Apt 4,San Mateo,CA,94403,,2,2,94403,1040,,1965,,,,,,,,,,42062,625000,http://www.redfin.com/CA/San-Mateo/4226-George-Ave-94403/unit-4/home/1093674,,,,N,Y,37.5312552,-122.2870759,
Past Sale,Condo/Coop,58 Laurie Meadows Dr #4,SAN MATEO,CA,94403,595000,2,2,SAN MATEO,1040,,1965,1,Garage,,Sold,,,,,595000,42349,630000,http://www.redfin.com/CA/San-Mateo/58-Laurie-Meadows-Dr-94403/unit-4/home/2003357,MLSListings Inc. (MLSLI),ML81520767,Coldwell Banker,N,Y,37.5313473,-122.2858981,0
Past Sale,Single Family Residential,3239 Countryside Dr,SAN MATEO,CA,94403,1497000,4,2.5,SAN MATEO,2470,7200,1964,2,Garage,,Sold,,,,,1497000,42051,1600000,http://www.redfin.com/CA/San-Mateo/3239-Countryside-Dr-94403/home/2042784,MLSListings Inc. (MLSLI),ML81449573,Today Sothebys International Realty,N,Y,37.531428,-122.324996,0
Past Sale,Single Family Residential,428 Voelker,SAN MATEO,CA,94403,1250000,3,2,SAN MATEO,1750,9520,1953,2,Garage,,Sold,,,,,1250000,42257,1420000,http://www.redfin.com/CA/San-Mateo/428-Voelker-Dr-94403/home/1496000,MLSListings Inc. (MLSLI),ML81512592,Premier Realty Associates,N,Y,37.531471,-122.307017,0
Past Sale,Condo/Coop,4111 George Ave Apt 1,San Mateo,CA,94403,,1,1,94403,840,,1965,,,,,,,,,,42153,525000,http://www.redfin.com/CA/San-Mateo/4111-George-Ave-94403/unit-1/home/1928453,,,,N,Y,37.5314713,-122.2876605,
Past Sale,Single Family Residential,1432 Bel Aire Rd,San Mateo,CA,94402,,4,3,94402,1600,,1960,,,,,,,,,,42062,1450000,http://www.redfin.com/CA/San-Mateo/1432-Bel-Aire-Rd-94402/home/2026885,,,,N,Y,37.5314819,-122.343112,
Past Sale,Condo/Coop,66 Laurie Meadows Dr #4,SAN MATEO,CA,94403,420000,1,1,SAN MATEO,840,78395,1965,0,,,Sold,,,,,420000,42110,485000,http://www.redfin.com/CA/San-Mateo/66-Laurie-Meadows-Dr-94403/unit-4/home/983787,MLSListings Inc. (MLSLI),ML81460225,Coldwell Banker-Burlingame,N,Y,37.5315129,-122.2855048,0
Past Sale,Single Family Residential,68 Darcy Ave,SAN MATEO,CA,94403,999000,4,2,SAN MATEO,1917,5148,1942,1,Garage,,Sold,,,,42249,1119800,42275,1001000,http://www.redfin.com/CA/San-Mateo/68-Darcy-Ave-94403/home/1505328,MLSListings Inc. (MLSLI),ML81500218,Better Homes and Gardens Real Estate J.F. Finnegan,N,Y,37.531594,-122.294579,0
Past Sale,Condo/Coop,417 Cork Harbour Cir Unit H,REDWOOD CITY,CA,94065,899000,3,2,REDWOOD CITY,1328,441876,1985,1,Garage,,Sold,,,,,899000,42389,900000,http://www.redfin.com/CA/Redwood-City/417-Cork-Harbour-Cir-94065/unit-H/home/2053755,MLSListings Inc. (MLSLI),ML81521908,Maxim Properties,N,Y,37.5316205,-122.2582465,0
Past Sale,Single Family Residential,140 Starlite Dr,SAN MATEO,CA,94402,1398000,4,3,SAN MATEO,1470,8769,1959,6,Garage,,Sold,,,,,1398000,42121,1398000,http://www.redfin.com/CA/San-Mateo/140-Starlite-Dr-94402/home/1540179,MLSListings Inc. (MLSLI),ML81460223,Coldwell Banker,N,Y,37.531715,-122.346035,0
Past Sale,Condo/Coop,4289 George Ave Apt 2,San Mateo,CA,94403,,2,1,94403,840,,1965,,,,,,,,,,42198,540000,http://www.redfin.com/CA/San-Mateo/4289-George-Ave-94403/unit-2/home/1103125,,,,N,Y,37.5318386,-122.2860524,
Past Sale,Single Family Residential,1407 Enchanted Way,SAN MATEO,CA,94402,1850000,4,3,SAN MATEO,2480,8025,1963,2,Garage,,Sold,,,,,1850000,42346,2100000,http://www.redfin.com/CA/San-Mateo/1407-Enchanted-Way-94402/home/1856300,MLSListings Inc. (MLSLI),ML81520911,Coldwell Banker,N,Y,37.531854,-122.344247,0
Past Sale,Condo/Coop,4106 George Ave #4,SAN MATEO,CA,94403,449000,1,1,SAN MATEO,812,235409,1965,1,Garage,,Sold,,,,,449000,42117,530000,http://www.redfin.com/CA/San-Mateo/4106-George-Ave-94403/unit-4/home/1796691,MLSListings Inc. (MLSLI),ML81457394,Achievers Realty Group,N,Y,37.5318658,-122.287597,0
Past Sale,Single Family Residential,1083 W Hillsdale Blvd,SAN MATEO,CA,94403,1298000,3,2,SAN MATEO,1700,6700,1957,2,Garage,,Sold,,,,,1298000,42178,1350000,http://www.redfin.com/CA/San-Mateo/1083-W-Hillsdale-Blvd-94403/home/2042734,MLSListings Inc. (MLSLI),ML81466316,Coldwell Banker,N,Y,37.531868,-122.323485,0
Past Sale,Single Family Residential,827 31st Ave,SAN MATEO,CA,94403,1100000,3,2,SAN MATEO,1410,8000,1951,2,Garage,,Sold,,,,,1100000,42205,1335000,http://www.redfin.com/CA/San-Mateo/827-31st-Ave-94403/home/1698796,MLSListings Inc. (MLSLI),ML81470132,Coldwell Banker,N,Y,37.531936,-122.318888,0
Past Sale,Townhouse,17 Spinnaker Pl,Redwood Shores,CA,94065,1388000,3,2.5,Redwood Shores,1740,3164,1977,2,Garage,,Sold,,,,,1388000,42125,1550000,http://www.redfin.com/CA/Redwood-City/17-Spinnaker-Pl-94065/home/1241787,MLSListings Inc. (MLSLI),ML81458173,Coldwell Banker,N,Y,37.531956,-122.249721,0
Past Sale,Single Family Residential,520 Keelson Cir,REDWOOD CITY,CA,94065,1298000,3,2,REDWOOD CITY,1575,6400,1972,2,Garage,,Sold,,,,,1199000,42136,1480000,http://www.redfin.com/CA/Redwood-City/520-Keelson-Cir-94065/home/2022458,MLSListings Inc. (MLSLI),ML81458357,Yellow Dog Real Estate,N,Y,37.531958,-122.246629,0
Past Sale,Single Family Residential,147 Lakeshore Dr,SAN MATEO,CA,94402,1188000,3,2.5,SAN MATEO,1490,9760,1959,2,Garage,,Sold,,,,,1188000,42185,1340000,http://www.redfin.com/CA/San-Mateo/147-Lakeshore-Dr-94402/home/1573294,MLSListings Inc. (MLSLI),ML81467247,"Paragon Coml. Brokerage, Inc",N,Y,37.532002,-122.346231,0
Past Sale,Condo/Coop,4251 George Ave #3,SAN MATEO,CA,94403,599999,2,2,SAN MATEO,1040,78395,1965,1,Garage,,Sold,,,,,599999,42300,620000,http://www.redfin.com/CA/San-Mateo/4251-George-Ave-94403/unit-3/home/1381633,MLSListings Inc. (MLSLI),ML81516630,Century 21 Alliance Fine Homes and Estates,N,Y,37.5320242,-122.2866608,0
Past Sale,Condo/Coop,3222 Glendora Dr #110,SAN MATEO,CA,94403,499000,1,1,SAN MATEO,900,26554,1973,1,Garage,,Sold,,,,42187,550000,42257,540000,http://www.redfin.com/CA/San-Mateo/3222-Glendora-Dr-94403/unit-110/home/1430221,MLSListings Inc. (MLSLI),ML81471482,Elite Properties,N,Y,37.532082,-122.326838,0
Past Sale,Condo/Coop,3222 Glendora Dr #203,SAN MATEO,CA,94403,508000,1,1,SAN MATEO,807,26554,1973,8,Garage,,Sold,,,,,508000,42236,576000,http://www.redfin.com/CA/San-Mateo/3222-Glendora-Dr-94403/unit-203/home/1896374,MLSListings Inc. (MLSLI),ML81483932,Alain Pinel Realtors,N,Y,37.532082,-122.326838,0
Past Sale,Condo/Coop,4108 George Ave Apt 5,San Mateo,CA,94403,,2,2,94403,1128,,1965,,,,,,,,,,42066,590000,http://www.redfin.com/CA/San-Mateo/4108-George-Ave-94403/unit-5/home/1374471,,,,N,Y,37.5321206,-122.2878258,
Past Sale,Single Family Residential,544 Anchor Cir,Redwood Shores,CA,94065,1725000,6,4,Redwood Shores,3338,8162,1971,2,Garage,,Sold,,,,,1725000,42339,1865000,http://www.redfin.com/CA/Redwood-City/544-Anchor-Cir-94065/home/1992570,MLSListings Inc. (MLSLI),ML81516994,Cascade California Rlty,N,Y,37.532145,-122.24427,0
Past Sale,Condo/Coop,234 Shorebird Cir,Redwood Shores,CA,94065,748000,2,2,Redwood Shores,1018,309490,1986,1,,,Sold,,,,,748000,42342,810000,http://www.redfin.com/CA/Redwood-City/234-Shorebird-Cir-94065/unit-68/home/993321,MLSListings Inc. (MLSLI),ML81517273,Today Sothebys International Realty,N,Y,37.532164,-122.254993,0
Past Sale,Condo/Coop,145 Shorebird Cir,REDWOOD CITY,CA,94065,749000,2,2,REDWOOD CITY,1026,309490,1986,1,,,Sold,,,,,749000,42328,805000,http://www.redfin.com/CA/Redwood-City/145-Shorebird-Cir-94065/unit-89/home/1075174,MLSListings Inc. (MLSLI),ML81518997,RE/MAX Star Properties,N,Y,37.532164,-122.254993,0
Past Sale,Condo/Coop,240 Shorebird Cir #80,Redwood City,CA,94065,,2,2,94065,1018,,1986,,,,,,,,,,42096,660000,http://www.redfin.com/CA/Redwood-City/240-Shorebird-Cir-94065/unit-80/home/1382306,,,,N,Y,37.532164,-122.254993,
Past Sale,Condo/Coop,247 Shorebird Cir,REDWOOD CITY,CA,94065,728000,2,2,REDWOOD CITY,1018,309490,1986,1,,,Sold,,,,,728000,42283,820000,http://www.redfin.com/CA/Redwood-City/247-Shorebird-Cir-94065/unit-94/home/1730907,MLSListings Inc. (MLSLI),ML81511978,Coldwell Banker,N,Y,37.532164,-122.254993,0
Past Sale,Condo/Coop,226 Shorebird Ci Cir,REDWOOD CITY,CA,94065,648000,2,1,REDWOOD CITY,915,309400,1986,1,Garage,,Sold,,,,,648000,42292,697000,http://www.redfin.com/CA/Redwood-City/226-Shorebird-Cir-94065/unit-52/home/1805283,MLSListings Inc. (MLSLI),ML81513296,Coldwell Banker,N,Y,37.532164,-122.254993,0
Past Sale,Townhouse,2 Spinnaker Pl,Redwood Shores,CA,94065,1298000,3,2.5,Redwood Shores,1740,3136,1977,2,Garage,,Sold,,,,,1298000,42139,1360000,http://www.redfin.com/CA/Redwood-City/2-Spinnaker-Pl-94065/home/943874,MLSListings Inc. (MLSLI),ML81459130,Alain Pinel Realtors,N,Y,37.532261,-122.248474,0
Past Sale,Condo/Coop,4100 George Ave #1,SAN MATEO,CA,94403,499000,1,1,SAN MATEO,812,812,1967,0,,,Sold,,,,42211,539000,42391,485000,http://www.redfin.com/CA/San-Mateo/4100-George-Ave-94403/unit-1/home/981256,MLSListings Inc. (MLSLI),ML81472988,Tuscana Properties,N,Y,37.5324194,-122.2867932,0
Past Sale,Condo/Coop,4102 George Ave #3,San Mateo,CA,94403,585000,2,2,San Mateo,1128,,1965,1,,,Sold,,,,,585000,42048,590000,http://www.redfin.com/CA/San-Mateo/4102-George-Ave-94403/unit-3/home/1019228,San Francisco Association of Realtors (SFARMLS),428562,Allegro,N,Y,37.5324231,-122.287183,0
Past Sale,Single Family Residential,15 Eva Ct,SAN MATEO,CA,94403,880000,2,1,SAN MATEO,1100,5800,1947,1,Garage,,Sold,,,,,880000,42234,1070000,http://www.redfin.com/CA/San-Mateo/15-Eva-Ct-94403/home/756810,MLSListings Inc. (MLSLI),ML81471777,Home Sales Team Inc,N,Y,37.532566,-122.29782,0
Past Sale,Condo/Coop,532 Shorebird Cir #6102,Redwood Shores,CA,94065,965000,3,2,Redwood Shores,1660,1014948,1980,1,Garage,,Sold,,,,,965000,42200,1138000,http://www.redfin.com/CA/Redwood-City/532-Shorebird-Cir-94065/unit-6102/home/1788103,MLSListings Inc. (MLSLI),ML81470320,Coldwell Banker,N,Y,37.53259,-122.25373,0
Past Sale,Condo/Coop,425 Cork Harbour Cir Unit H,Redwood Shores,CA,94065,900000,3,2,Redwood Shores,1328,441876,1985,0,,,Sold,,,,,900000,42220,900000,http://www.redfin.com/CA/Redwood-City/425-Cork-Harbour-Cir-94065/unit-H/home/1934481,MLSListings Inc. (MLSLI),ML81471084,"Christine Ayroso, RE Broker",N,Y,37.532617,-122.257759,0
Past Sale,Condo/Coop,113 Shorebird Cir #25,Redwood City,CA,94065,,1,1,94065,760,,1986,,,,,,,,,,42103,545000,http://www.redfin.com/CA/Redwood-City/113-Shorebird-Cir-94065/unit-25/home/1907063,,,,N,Y,37.5326634,-122.2558005,
Past Sale,Single Family Residential,3510 Winway Cir,SAN MATEO,CA,94403,1100000,3,2,SAN MATEO,2001,4875,1949,2,Garage,,Sold,,,,,1100000,42065,1425000,http://www.redfin.com/CA/San-Mateo/3510-Winway-Cir-94403/home/1549228,MLSListings Inc. (MLSLI),ML81451474,Coldwell Banker,N,Y,37.532697,-122.302686,0
Past Sale,Multi-Family (2-4 Unit),3812 King Ln,SAN MATEO,CA,94403,1280000,4,,SAN MATEO,2254,5300,1947,1,Garage,,Sold,,,,,1280000,42349,1150000,http://www.redfin.com/CA/San-Mateo/3812-King-Ln-94403/home/1684809,MLSListings Inc. (MLSLI),ML81514530,Marcus & Millichap,N,Y,37.532717,-122.295036,0
